Comunidades y Ciudades Autónomas;Tipo de equipamiento;periodo;Total
Andalucía;Viviendas con algún tipo de ordenador;2021;78,6
Andalucía;Viviendas con algún tipo de ordenador;2020;76,8
Andalucía;Viviendas con algún tipo de ordenador;2019;76,8
Andalucía;Viviendas con algún tipo de ordenador;2018;74,4
Andalucía;Viviendas con algún tipo de ordenador;2017;74,3
Andalucía;Viviendas con algún tipo de ordenador;2016;73,2
Andalucía;Viviendas con algún tipo de ordenador;2015;71,4
Andalucía;Viviendas con algún tipo de ordenador;2014;71,6
Andalucía;Viviendas con algún tipo de ordenador;2013;71,1
Andalucía;Viviendas con algún tipo de ordenador;2012;71,2
Andalucía;Viviendas con algún tipo de ordenador;2011;68,1
Andalucía;Viviendas con algún tipo de ordenador;2010;65,0
Andalucía;Viviendas con algún tipo de ordenador;2009;61,0
Andalucía;Viviendas con algún tipo de ordenador;2008;57,6
Andalucía;Viviendas con algún tipo de ordenador;2007;55,0
Andalucía;Viviendas con algún tipo de ordenador;2006;50,6
Andalucía;Viviendas que disponen de acceso a Internet;2021;94,5
Andalucía;Viviendas que disponen de acceso a Internet;2020;94,7
Andalucía;Viviendas que disponen de acceso a Internet;2019;89,7
Andalucía;Viviendas que disponen de acceso a Internet;2018;83,7
Andalucía;Viviendas que disponen de acceso a Internet;2017;81,7
Andalucía;Viviendas que disponen de acceso a Internet;2016;80,6
Andalucía;Viviendas que disponen de acceso a Internet;2015;76,4
Andalucía;Viviendas que disponen de acceso a Internet;2014;72,7
Andalucía;Viviendas que disponen de acceso a Internet;2013;66,3
Andalucía;Viviendas que disponen de acceso a Internet;2012;63,3
Andalucía;Viviendas que disponen de acceso a Internet;2011;58,2
Andalucía;Viviendas que disponen de acceso a Internet;2010;53,1
Andalucía;Viviendas que disponen de acceso a Internet;2009;47,3
Andalucía;Viviendas que disponen de acceso a Internet;2008;42,2
Andalucía;Viviendas que disponen de acceso a Internet;2007;37,5
Andalucía;Viviendas que disponen de acceso a Internet;2006;30,7
Andalucía;Viviendas con conexión de Banda Ancha;2021;94,5
Andalucía;Viviendas con conexión de Banda Ancha;2020;94,6
Andalucía;Viviendas con conexión de Banda Ancha;2019;89,2
Andalucía;Viviendas con conexión de Banda Ancha;2018;83,5
Andalucía;Viviendas con conexión de Banda Ancha;2017;81,0
Andalucía;Viviendas con conexión de Banda Ancha;2016;79,8
Andalucía;Viviendas con conexión de Banda Ancha;2015;75,2
Andalucía;Viviendas con conexión de Banda Ancha;2014;69,9
Andalucía;Viviendas con conexión de Banda Ancha;2013;65,8
Andalucía;Viviendas con conexión de Banda Ancha;2012;61,3
Andalucía;Viviendas con conexión de Banda Ancha;2011;55,0
Andalucía;Viviendas con conexión de Banda Ancha;2010;51,5
Andalucía;Viviendas con conexión de Banda Ancha;2009;45,3
Andalucía;Viviendas con conexión de Banda Ancha;2008;37,5
Andalucía;Viviendas con conexión de Banda Ancha;2007;33,8
Andalucía;Viviendas con conexión de Banda Ancha;2006;23,3
Andalucía;Viviendas con  teléfono fijo;2021;57,6
Andalucía;Viviendas con  teléfono fijo;2020;61,8
Andalucía;Viviendas con  teléfono fijo;2019;68,2
Andalucía;Viviendas con  teléfono fijo;2018;66,8
Andalucía;Viviendas con  teléfono fijo;2017;69,8
Andalucía;Viviendas con  teléfono fijo;2016;73,5
Andalucía;Viviendas con  teléfono fijo;2015;73,4
Andalucía;Viviendas con  teléfono fijo;2014;71,6
Andalucía;Viviendas con  teléfono fijo;2013;71,2
Andalucía;Viviendas con  teléfono fijo;2012;73,5
Andalucía;Viviendas con  teléfono fijo;2011;72,8
Andalucía;Viviendas con  teléfono fijo;2010;72,9
Andalucía;Viviendas con  teléfono fijo;2009;71,7
Andalucía;Viviendas con  teléfono fijo;2008;73,2
Andalucía;Viviendas con  teléfono fijo;2007;74,3
Andalucía;Viviendas con  teléfono fijo;2006;75,3
Andalucía;Viviendas con  teléfono móvil;2021;99,9
Andalucía;Viviendas con  teléfono móvil;2020;99,3
Andalucía;Viviendas con  teléfono móvil;2019;98,1
Andalucía;Viviendas con  teléfono móvil;2018;97,9
Andalucía;Viviendas con  teléfono móvil;2017;96,9
Andalucía;Viviendas con  teléfono móvil;2016;95,0
Andalucía;Viviendas con  teléfono móvil;2015;95,2
Andalucía;Viviendas con  teléfono móvil;2014;95,3
Andalucía;Viviendas con  teléfono móvil;2013;95,4
Andalucía;Viviendas con  teléfono móvil;2012;94,7
Andalucía;Viviendas con  teléfono móvil;2011;93,3
Andalucía;Viviendas con  teléfono móvil;2010;93,0
Andalucía;Viviendas con  teléfono móvil;2009;91,6
Andalucía;Viviendas con  teléfono móvil;2008;89,1
Andalucía;Viviendas con  teléfono móvil;2007;88,0
Andalucía;Viviendas con  teléfono móvil;2006;84,7
Aragón;Viviendas con algún tipo de ordenador;2021;85,2
Aragón;Viviendas con algún tipo de ordenador;2020;85,0
Aragón;Viviendas con algún tipo de ordenador;2019;84,9
Aragón;Viviendas con algún tipo de ordenador;2018;83,2
Aragón;Viviendas con algún tipo de ordenador;2017;80,1
Aragón;Viviendas con algún tipo de ordenador;2016;76,8
Aragón;Viviendas con algún tipo de ordenador;2015;75,4
Aragón;Viviendas con algún tipo de ordenador;2014;74,4
Aragón;Viviendas con algún tipo de ordenador;2013;71,9
Aragón;Viviendas con algún tipo de ordenador;2012;71,9
Aragón;Viviendas con algún tipo de ordenador;2011;69,7
Aragón;Viviendas con algún tipo de ordenador;2010;68,3
Aragón;Viviendas con algún tipo de ordenador;2009;66,9
Aragón;Viviendas con algún tipo de ordenador;2008;63,2
Aragón;Viviendas con algún tipo de ordenador;2007;58,7
Aragón;Viviendas con algún tipo de ordenador;2006;55,7
Aragón;Viviendas que disponen de acceso a Internet;2021;96,3
Aragón;Viviendas que disponen de acceso a Internet;2020;96,3
Aragón;Viviendas que disponen de acceso a Internet;2019;92,1
Aragón;Viviendas que disponen de acceso a Internet;2018;88,7
Aragón;Viviendas que disponen de acceso a Internet;2017;84,9
Aragón;Viviendas que disponen de acceso a Internet;2016;81,6
Aragón;Viviendas que disponen de acceso a Internet;2015;77,2
Aragón;Viviendas que disponen de acceso a Internet;2014;70,5
Aragón;Viviendas que disponen de acceso a Internet;2013;67,6
Aragón;Viviendas que disponen de acceso a Internet;2012;66,5
Aragón;Viviendas que disponen de acceso a Internet;2011;61,8
Aragón;Viviendas que disponen de acceso a Internet;2010;59,0
Aragón;Viviendas que disponen de acceso a Internet;2009;52,9
Aragón;Viviendas que disponen de acceso a Internet;2008;50,9
Aragón;Viviendas que disponen de acceso a Internet;2007;46,6
Aragón;Viviendas que disponen de acceso a Internet;2006;38,8
Aragón;Viviendas con conexión de Banda Ancha;2021;96,3
Aragón;Viviendas con conexión de Banda Ancha;2020;96,0
Aragón;Viviendas con conexión de Banda Ancha;2019;91,6
Aragón;Viviendas con conexión de Banda Ancha;2018;88,4
Aragón;Viviendas con conexión de Banda Ancha;2017;83,8
Aragón;Viviendas con conexión de Banda Ancha;2016;80,2
Aragón;Viviendas con conexión de Banda Ancha;2015;75,3
Aragón;Viviendas con conexión de Banda Ancha;2014;69,7
Aragón;Viviendas con conexión de Banda Ancha;2013;67,0
Aragón;Viviendas con conexión de Banda Ancha;2012;65,9
Aragón;Viviendas con conexión de Banda Ancha;2011;60,9
Aragón;Viviendas con conexión de Banda Ancha;2010;56,9
Aragón;Viviendas con conexión de Banda Ancha;2009;49,6
Aragón;Viviendas con conexión de Banda Ancha;2008;44,4
Aragón;Viviendas con conexión de Banda Ancha;2007;39,0
Aragón;Viviendas con conexión de Banda Ancha;2006;28,3
Aragón;Viviendas con  teléfono fijo;2021;74,9
Aragón;Viviendas con  teléfono fijo;2020;80,0
Aragón;Viviendas con  teléfono fijo;2019;81,8
Aragón;Viviendas con  teléfono fijo;2018;83,9
Aragón;Viviendas con  teléfono fijo;2017;84,9
Aragón;Viviendas con  teléfono fijo;2016;86,0
Aragón;Viviendas con  teléfono fijo;2015;85,0
Aragón;Viviendas con  teléfono fijo;2014;85,0
Aragón;Viviendas con  teléfono fijo;2013;82,5
Aragón;Viviendas con  teléfono fijo;2012;84,5
Aragón;Viviendas con  teléfono fijo;2011;85,1
Aragón;Viviendas con  teléfono fijo;2010;84,6
Aragón;Viviendas con  teléfono fijo;2009;87,5
Aragón;Viviendas con  teléfono fijo;2008;89,7
Aragón;Viviendas con  teléfono fijo;2007;88,7
Aragón;Viviendas con  teléfono fijo;2006;89,6
Aragón;Viviendas con  teléfono móvil;2021;99,9
Aragón;Viviendas con  teléfono móvil;2020;99,7
Aragón;Viviendas con  teléfono móvil;2019;98,7
Aragón;Viviendas con  teléfono móvil;2018;98,1
Aragón;Viviendas con  teléfono móvil;2017;97,5
Aragón;Viviendas con  teléfono móvil;2016;98,3
Aragón;Viviendas con  teléfono móvil;2015;97,4
Aragón;Viviendas con  teléfono móvil;2014;95,7
Aragón;Viviendas con  teléfono móvil;2013;96,2
Aragón;Viviendas con  teléfono móvil;2012;95,5
Aragón;Viviendas con  teléfono móvil;2011;93,4
Aragón;Viviendas con  teléfono móvil;2010;94,7
Aragón;Viviendas con  teléfono móvil;2009;90,2
Aragón;Viviendas con  teléfono móvil;2008;89,0
Aragón;Viviendas con  teléfono móvil;2007;89,4
Aragón;Viviendas con  teléfono móvil;2006;84,6
Asturias (Principado de);Viviendas con algún tipo de ordenador;2021;81,3
Asturias (Principado de);Viviendas con algún tipo de ordenador;2020;79,2
Asturias (Principado de);Viviendas con algún tipo de ordenador;2019;79,5
Asturias (Principado de);Viviendas con algún tipo de ordenador;2018;78,2
Asturias (Principado de);Viviendas con algún tipo de ordenador;2017;75,9
Asturias (Principado de);Viviendas con algún tipo de ordenador;2016;74,0
Asturias (Principado de);Viviendas con algún tipo de ordenador;2015;73,9
Asturias (Principado de);Viviendas con algún tipo de ordenador;2014;71,0
Asturias (Principado de);Viviendas con algún tipo de ordenador;2013;73,3
Asturias (Principado de);Viviendas con algún tipo de ordenador;2012;70,3
Asturias (Principado de);Viviendas con algún tipo de ordenador;2011;66,9
Asturias (Principado de);Viviendas con algún tipo de ordenador;2010;64,8
Asturias (Principado de);Viviendas con algún tipo de ordenador;2009;62,3
Asturias (Principado de);Viviendas con algún tipo de ordenador;2008;60,8
Asturias (Principado de);Viviendas con algún tipo de ordenador;2007;57,1
Asturias (Principado de);Viviendas con algún tipo de ordenador;2006;53,7
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2021;94,3
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2020;93,4
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2019;91,1
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2018;85,9
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2017;81,3
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2016;79,7
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2015;78,8
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2014;72,8
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2013;70,7
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2012;65,5
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2011;60,9
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2010;57,3
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2009;52,4
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2008;50,9
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2007;40,6
Asturias (Principado de);Viviendas que disponen de acceso a Internet;2006;38,5
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2021;94,3
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2020;93,2
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2019;90,8
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2018;85,1
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2017;80,8
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2016;79,2
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2015;78,7
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2014;72,2
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2013;69,8
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2012;65,1
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2011;59,4
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2010;55,0
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2009;48,6
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2008;45,7
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2007;37,3
Asturias (Principado de);Viviendas con conexión de Banda Ancha;2006;30,6
Asturias (Principado de);Viviendas con  teléfono fijo;2021;66,8
Asturias (Principado de);Viviendas con  teléfono fijo;2020;69,8
Asturias (Principado de);Viviendas con  teléfono fijo;2019;72,9
Asturias (Principado de);Viviendas con  teléfono fijo;2018;74,6
Asturias (Principado de);Viviendas con  teléfono fijo;2017;77,7
Asturias (Principado de);Viviendas con  teléfono fijo;2016;76,2
Asturias (Principado de);Viviendas con  teléfono fijo;2015;77,2
Asturias (Principado de);Viviendas con  teléfono fijo;2014;77,7
Asturias (Principado de);Viviendas con  teléfono fijo;2013;80,0
Asturias (Principado de);Viviendas con  teléfono fijo;2012;82,5
Asturias (Principado de);Viviendas con  teléfono fijo;2011;80,0
Asturias (Principado de);Viviendas con  teléfono fijo;2010;83,0
Asturias (Principado de);Viviendas con  teléfono fijo;2009;83,0
Asturias (Principado de);Viviendas con  teléfono fijo;2008;85,7
Asturias (Principado de);Viviendas con  teléfono fijo;2007;84,3
Asturias (Principado de);Viviendas con  teléfono fijo;2006;86,8
Asturias (Principado de);Viviendas con  teléfono móvil;2021;99,2
Asturias (Principado de);Viviendas con  teléfono móvil;2020;99,0
Asturias (Principado de);Viviendas con  teléfono móvil;2019;98,1
Asturias (Principado de);Viviendas con  teléfono móvil;2018;98,6
Asturias (Principado de);Viviendas con  teléfono móvil;2017;97,8
Asturias (Principado de);Viviendas con  teléfono móvil;2016;96,4
Asturias (Principado de);Viviendas con  teléfono móvil;2015;96,6
Asturias (Principado de);Viviendas con  teléfono móvil;2014;97,0
Asturias (Principado de);Viviendas con  teléfono móvil;2013;94,6
Asturias (Principado de);Viviendas con  teléfono móvil;2012;94,5
Asturias (Principado de);Viviendas con  teléfono móvil;2011;93,9
Asturias (Principado de);Viviendas con  teléfono móvil;2010;94,4
Asturias (Principado de);Viviendas con  teléfono móvil;2009;93,3
Asturias (Principado de);Viviendas con  teléfono móvil;2008;91,6
Asturias (Principado de);Viviendas con  teléfono móvil;2007;88,9
Asturias (Principado de);Viviendas con  teléfono móvil;2006;85,6
Balears (Illes);Viviendas con algún tipo de ordenador;2021;86,3
Balears (Illes);Viviendas con algún tipo de ordenador;2020;85,2
Balears (Illes);Viviendas con algún tipo de ordenador;2019;84,5
Balears (Illes);Viviendas con algún tipo de ordenador;2018;83,7
Balears (Illes);Viviendas con algún tipo de ordenador;2017;84,0
Balears (Illes);Viviendas con algún tipo de ordenador;2016;77,9
Balears (Illes);Viviendas con algún tipo de ordenador;2015;77,5
Balears (Illes);Viviendas con algún tipo de ordenador;2014;79,5
Balears (Illes);Viviendas con algún tipo de ordenador;2013;74,7
Balears (Illes);Viviendas con algún tipo de ordenador;2012;78,3
Balears (Illes);Viviendas con algún tipo de ordenador;2011;73,9
Balears (Illes);Viviendas con algún tipo de ordenador;2010;73,2
Balears (Illes);Viviendas con algún tipo de ordenador;2009;66,8
Balears (Illes);Viviendas con algún tipo de ordenador;2008;62,4
Balears (Illes);Viviendas con algún tipo de ordenador;2007;59,5
Balears (Illes);Viviendas con algún tipo de ordenador;2006;55,4
Balears (Illes);Viviendas que disponen de acceso a Internet;2021;97,3
Balears (Illes);Viviendas que disponen de acceso a Internet;2020;95,6
Balears (Illes);Viviendas que disponen de acceso a Internet;2019;93,1
Balears (Illes);Viviendas que disponen de acceso a Internet;2018;90,8
Balears (Illes);Viviendas que disponen de acceso a Internet;2017;89,3
Balears (Illes);Viviendas que disponen de acceso a Internet;2016;82,0
Balears (Illes);Viviendas que disponen de acceso a Internet;2015;80,0
Balears (Illes);Viviendas que disponen de acceso a Internet;2014;78,4
Balears (Illes);Viviendas que disponen de acceso a Internet;2013;68,9
Balears (Illes);Viviendas que disponen de acceso a Internet;2012;72,8
Balears (Illes);Viviendas que disponen de acceso a Internet;2011;68,7
Balears (Illes);Viviendas que disponen de acceso a Internet;2010;65,1
Balears (Illes);Viviendas que disponen de acceso a Internet;2009;59,0
Balears (Illes);Viviendas que disponen de acceso a Internet;2008;53,3
Balears (Illes);Viviendas que disponen de acceso a Internet;2007;48,1
Balears (Illes);Viviendas que disponen de acceso a Internet;2006;40,9
Balears (Illes);Viviendas con conexión de Banda Ancha;2021;97,3
Balears (Illes);Viviendas con conexión de Banda Ancha;2020;95,6
Balears (Illes);Viviendas con conexión de Banda Ancha;2019;93,0
Balears (Illes);Viviendas con conexión de Banda Ancha;2018;90,6
Balears (Illes);Viviendas con conexión de Banda Ancha;2017;87,8
Balears (Illes);Viviendas con conexión de Banda Ancha;2016;81,2
Balears (Illes);Viviendas con conexión de Banda Ancha;2015;78,2
Balears (Illes);Viviendas con conexión de Banda Ancha;2014;77,5
Balears (Illes);Viviendas con conexión de Banda Ancha;2013;67,8
Balears (Illes);Viviendas con conexión de Banda Ancha;2012;70,4
Balears (Illes);Viviendas con conexión de Banda Ancha;2011;66,2
Balears (Illes);Viviendas con conexión de Banda Ancha;2010;63,4
Balears (Illes);Viviendas con conexión de Banda Ancha;2009;57,3
Balears (Illes);Viviendas con conexión de Banda Ancha;2008;48,5
Balears (Illes);Viviendas con conexión de Banda Ancha;2007;44,6
Balears (Illes);Viviendas con conexión de Banda Ancha;2006;32,8
Balears (Illes);Viviendas con  teléfono fijo;2021;70,7
Balears (Illes);Viviendas con  teléfono fijo;2020;75,4
Balears (Illes);Viviendas con  teléfono fijo;2019;82,2
Balears (Illes);Viviendas con  teléfono fijo;2018;83,7
Balears (Illes);Viviendas con  teléfono fijo;2017;81,4
Balears (Illes);Viviendas con  teléfono fijo;2016;78,1
Balears (Illes);Viviendas con  teléfono fijo;2015;77,9
Balears (Illes);Viviendas con  teléfono fijo;2014;82,2
Balears (Illes);Viviendas con  teléfono fijo;2013;79,0
Balears (Illes);Viviendas con  teléfono fijo;2012;82,4
Balears (Illes);Viviendas con  teléfono fijo;2011;84,1
Balears (Illes);Viviendas con  teléfono fijo;2010;84,3
Balears (Illes);Viviendas con  teléfono fijo;2009;85,7
Balears (Illes);Viviendas con  teléfono fijo;2008;82,5
Balears (Illes);Viviendas con  teléfono fijo;2007;82,1
Balears (Illes);Viviendas con  teléfono fijo;2006;82,4
Balears (Illes);Viviendas con  teléfono móvil;2021;99,0
Balears (Illes);Viviendas con  teléfono móvil;2020;98,9
Balears (Illes);Viviendas con  teléfono móvil;2019;99,2
Balears (Illes);Viviendas con  teléfono móvil;2018;98,0
Balears (Illes);Viviendas con  teléfono móvil;2017;98,8
Balears (Illes);Viviendas con  teléfono móvil;2016;97,1
Balears (Illes);Viviendas con  teléfono móvil;2015;97,2
Balears (Illes);Viviendas con  teléfono móvil;2014;96,8
Balears (Illes);Viviendas con  teléfono móvil;2013;95,5
Balears (Illes);Viviendas con  teléfono móvil;2012;93,2
Balears (Illes);Viviendas con  teléfono móvil;2011;95,9
Balears (Illes);Viviendas con  teléfono móvil;2010;93,8
Balears (Illes);Viviendas con  teléfono móvil;2009;93,8
Balears (Illes);Viviendas con  teléfono móvil;2008;90,6
Balears (Illes);Viviendas con  teléfono móvil;2007;89,4
Balears (Illes);Viviendas con  teléfono móvil;2006;88,3
Canarias;Viviendas con algún tipo de ordenador;2021;82,7
Canarias;Viviendas con algún tipo de ordenador;2020;80,5
Canarias;Viviendas con algún tipo de ordenador;2019;80,3
Canarias;Viviendas con algún tipo de ordenador;2018;77,9
Canarias;Viviendas con algún tipo de ordenador;2017;73,1
Canarias;Viviendas con algún tipo de ordenador;2016;72,2
Canarias;Viviendas con algún tipo de ordenador;2015;71,0
Canarias;Viviendas con algún tipo de ordenador;2014;72,3
Canarias;Viviendas con algún tipo de ordenador;2013;70,1
Canarias;Viviendas con algún tipo de ordenador;2012;71,9
Canarias;Viviendas con algún tipo de ordenador;2011;68,6
Canarias;Viviendas con algún tipo de ordenador;2010;65,3
Canarias;Viviendas con algún tipo de ordenador;2009;64,8
Canarias;Viviendas con algún tipo de ordenador;2008;63,5
Canarias;Viviendas con algún tipo de ordenador;2007;57,5
Canarias;Viviendas con algún tipo de ordenador;2006;56,1
Canarias;Viviendas que disponen de acceso a Internet;2021;96,7
Canarias;Viviendas que disponen de acceso a Internet;2020;96,2
Canarias;Viviendas que disponen de acceso a Internet;2019;91,1
Canarias;Viviendas que disponen de acceso a Internet;2018;87,4
Canarias;Viviendas que disponen de acceso a Internet;2017;80,9
Canarias;Viviendas que disponen de acceso a Internet;2016;82,1
Canarias;Viviendas que disponen de acceso a Internet;2015;78,6
Canarias;Viviendas que disponen de acceso a Internet;2014;72,6
Canarias;Viviendas que disponen de acceso a Internet;2013;67,0
Canarias;Viviendas que disponen de acceso a Internet;2012;63,9
Canarias;Viviendas que disponen de acceso a Internet;2011;60,4
Canarias;Viviendas que disponen de acceso a Internet;2010;56,7
Canarias;Viviendas que disponen de acceso a Internet;2009;52,6
Canarias;Viviendas que disponen de acceso a Internet;2008;50,5
Canarias;Viviendas que disponen de acceso a Internet;2007;43,5
Canarias;Viviendas que disponen de acceso a Internet;2006;39,6
Canarias;Viviendas con conexión de Banda Ancha;2021;96,7
Canarias;Viviendas con conexión de Banda Ancha;2020;95,7
Canarias;Viviendas con conexión de Banda Ancha;2019;90,4
Canarias;Viviendas con conexión de Banda Ancha;2018;86,8
Canarias;Viviendas con conexión de Banda Ancha;2017;80,1
Canarias;Viviendas con conexión de Banda Ancha;2016;80,7
Canarias;Viviendas con conexión de Banda Ancha;2015;77,3
Canarias;Viviendas con conexión de Banda Ancha;2014;71,0
Canarias;Viviendas con conexión de Banda Ancha;2013;66,7
Canarias;Viviendas con conexión de Banda Ancha;2012;63,0
Canarias;Viviendas con conexión de Banda Ancha;2011;59,0
Canarias;Viviendas con conexión de Banda Ancha;2010;54,8
Canarias;Viviendas con conexión de Banda Ancha;2009;50,9
Canarias;Viviendas con conexión de Banda Ancha;2008;43,8
Canarias;Viviendas con conexión de Banda Ancha;2007;40,5
Canarias;Viviendas con conexión de Banda Ancha;2006;33,2
Canarias;Viviendas con  teléfono fijo;2021;76,6
Canarias;Viviendas con  teléfono fijo;2020;81,8
Canarias;Viviendas con  teléfono fijo;2019;79,2
Canarias;Viviendas con  teléfono fijo;2018;79,8
Canarias;Viviendas con  teléfono fijo;2017;79,8
Canarias;Viviendas con  teléfono fijo;2016;77,4
Canarias;Viviendas con  teléfono fijo;2015;77,5
Canarias;Viviendas con  teléfono fijo;2014;75,5
Canarias;Viviendas con  teléfono fijo;2013;76,3
Canarias;Viviendas con  teléfono fijo;2012;74,8
Canarias;Viviendas con  teléfono fijo;2011;75,9
Canarias;Viviendas con  teléfono fijo;2010;73,9
Canarias;Viviendas con  teléfono fijo;2009;74,7
Canarias;Viviendas con  teléfono fijo;2008;74,5
Canarias;Viviendas con  teléfono fijo;2007;74,4
Canarias;Viviendas con  teléfono fijo;2006;79,9
Canarias;Viviendas con  teléfono móvil;2021;99,5
Canarias;Viviendas con  teléfono móvil;2020;99,5
Canarias;Viviendas con  teléfono móvil;2019;97,9
Canarias;Viviendas con  teléfono móvil;2018;96,8
Canarias;Viviendas con  teléfono móvil;2017;94,0
Canarias;Viviendas con  teléfono móvil;2016;95,0
Canarias;Viviendas con  teléfono móvil;2015;96,3
Canarias;Viviendas con  teléfono móvil;2014;94,8
Canarias;Viviendas con  teléfono móvil;2013;96,1
Canarias;Viviendas con  teléfono móvil;2012;95,9
Canarias;Viviendas con  teléfono móvil;2011;93,7
Canarias;Viviendas con  teléfono móvil;2010;93,6
Canarias;Viviendas con  teléfono móvil;2009;94,1
Canarias;Viviendas con  teléfono móvil;2008;93,1
Canarias;Viviendas con  teléfono móvil;2007;91,2
Canarias;Viviendas con  teléfono móvil;2006;86,7
Cantabria;Viviendas con algún tipo de ordenador;2021;83,3
Cantabria;Viviendas con algún tipo de ordenador;2020;82,1
Cantabria;Viviendas con algún tipo de ordenador;2019;80,7
Cantabria;Viviendas con algún tipo de ordenador;2018;78,9
Cantabria;Viviendas con algún tipo de ordenador;2017;81,7
Cantabria;Viviendas con algún tipo de ordenador;2016;78,0
Cantabria;Viviendas con algún tipo de ordenador;2015;77,3
Cantabria;Viviendas con algún tipo de ordenador;2014;74,6
Cantabria;Viviendas con algún tipo de ordenador;2013;75,8
Cantabria;Viviendas con algún tipo de ordenador;2012;72,6
Cantabria;Viviendas con algún tipo de ordenador;2011;71,7
Cantabria;Viviendas con algún tipo de ordenador;2010;65,7
Cantabria;Viviendas con algún tipo de ordenador;2009;64,0
Cantabria;Viviendas con algún tipo de ordenador;2008;63,8
Cantabria;Viviendas con algún tipo de ordenador;2007;58,2
Cantabria;Viviendas con algún tipo de ordenador;2006;57,5
Cantabria;Viviendas que disponen de acceso a Internet;2021;95,0
Cantabria;Viviendas que disponen de acceso a Internet;2020;93,9
Cantabria;Viviendas que disponen de acceso a Internet;2019;90,8
Cantabria;Viviendas que disponen de acceso a Internet;2018;83,0
Cantabria;Viviendas que disponen de acceso a Internet;2017;83,5
Cantabria;Viviendas que disponen de acceso a Internet;2016;79,6
Cantabria;Viviendas que disponen de acceso a Internet;2015;79,6
Cantabria;Viviendas que disponen de acceso a Internet;2014;73,9
Cantabria;Viviendas que disponen de acceso a Internet;2013;74,6
Cantabria;Viviendas que disponen de acceso a Internet;2012;66,9
Cantabria;Viviendas que disponen de acceso a Internet;2011;64,6
Cantabria;Viviendas que disponen de acceso a Internet;2010;56,3
Cantabria;Viviendas que disponen de acceso a Internet;2009;54,2
Cantabria;Viviendas que disponen de acceso a Internet;2008;51,2
Cantabria;Viviendas que disponen de acceso a Internet;2007;45,2
Cantabria;Viviendas que disponen de acceso a Internet;2006;42,2
Cantabria;Viviendas con conexión de Banda Ancha;2021;95,0
Cantabria;Viviendas con conexión de Banda Ancha;2020;93,9
Cantabria;Viviendas con conexión de Banda Ancha;2019;90,8
Cantabria;Viviendas con conexión de Banda Ancha;2018;82,4
Cantabria;Viviendas con conexión de Banda Ancha;2017;82,4
Cantabria;Viviendas con conexión de Banda Ancha;2016;77,3
Cantabria;Viviendas con conexión de Banda Ancha;2015;78,8
Cantabria;Viviendas con conexión de Banda Ancha;2014;72,4
Cantabria;Viviendas con conexión de Banda Ancha;2013;74,2
Cantabria;Viviendas con conexión de Banda Ancha;2012;66,3
Cantabria;Viviendas con conexión de Banda Ancha;2011;63,6
Cantabria;Viviendas con conexión de Banda Ancha;2010;54,7
Cantabria;Viviendas con conexión de Banda Ancha;2009;52,7
Cantabria;Viviendas con conexión de Banda Ancha;2008;47,1
Cantabria;Viviendas con conexión de Banda Ancha;2007;40,6
Cantabria;Viviendas con conexión de Banda Ancha;2006;31,6
Cantabria;Viviendas con  teléfono fijo;2021;71,1
Cantabria;Viviendas con  teléfono fijo;2020;74,3
Cantabria;Viviendas con  teléfono fijo;2019;78,2
Cantabria;Viviendas con  teléfono fijo;2018;79,8
Cantabria;Viviendas con  teléfono fijo;2017;80,5
Cantabria;Viviendas con  teléfono fijo;2016;83,5
Cantabria;Viviendas con  teléfono fijo;2015;82,2
Cantabria;Viviendas con  teléfono fijo;2014;80,3
Cantabria;Viviendas con  teléfono fijo;2013;80,0
Cantabria;Viviendas con  teléfono fijo;2012;78,3
Cantabria;Viviendas con  teléfono fijo;2011;81,6
